date,service_line,active_clients,new_clients,churned_clients,new_leads,revenue_usd,marketing_spend_usd,projects_completed,avg_deal_size_usd
2018-11-01,Digital PR,0,0,0,0,0.0,0.0,0,0.0
2018-12-01,Digital PR,0,0,0,0,0.0,0.0,0,0.0
2019-01-01,Digital PR,3,0,0,0,8347.18,517.86,2,3498.82
2019-02-01,Digital PR,3,0,0,0,8542.09,556.24,2,3373.81
2019-03-01,Digital PR,3,0,0,0,7620.4,945.75,2,2122.45
2019-04-01,Digital PR,3,0,0,0,8262.88,677.54,3,3197.54
2019-05-01,Digital PR,4,1,0,9,9154.77,930.69,3,2202.7
2019-06-01,Digital PR,5,1,0,6,8152.14,873.66,2,1707.02
2019-07-01,Digital PR,5,0,0,0,7773.58,688.0,2,1732.2
2019-08-01,Digital PR,5,0,0,0,8821.71,950.23,3,2833.92
2019-09-01,Digital PR,5,0,0,0,7819.33,491.87,1,2794.82
2019-10-01,Digital PR,5,0,0,0,9120.42,1243.49,4,2348.67
2019-11-01,Digital PR,5,0,0,0,9552.35,1294.94,2,2613.66
2019-12-01,Digital PR,6,1,0,6,9369.5,1256.96,3,2897.27
2020-01-01,Digital PR,6,0,0,0,7978.56,1057.76,2,2795.93
2020-02-01,Digital PR,7,1,0,7,7691.51,543.93,2,2003.42
2020-03-01,Digital PR,7,1,1,12,6524.48,835.28,1,1964.16
2020-04-01,Digital PR,7,0,0,0,6247.12,813.86,2,2305.23
2020-05-01,Digital PR,8,1,0,11,6031.64,633.05,2,2615.2
2020-06-01,Digital PR,8,0,0,0,6152.67,548.5,1,2692.48
2020-07-01,Digital PR,7,0,1,0,7936.82,831.3,3,3013.09
2020-08-01,Digital PR,7,1,1,12,8505.76,1049.17,3,3064.57
2020-09-01,Digital PR,7,1,1,7,8160.69,686.32,3,2076.4
2020-10-01,Digital PR,8,1,0,7,8420.92,796.51,2,2394.25
2020-11-01,Digital PR,8,1,1,6,9227.25,969.22,3,2628.59
2020-12-01,Digital PR,7,0,1,0,8803.99,529.98,2,2992.27
2021-01-01,Digital PR,7,1,1,8,10390.56,1333.49,3,3132.71
2021-02-01,Digital PR,8,1,0,8,9896.29,1235.01,2,2789.75
2021-03-01,Digital PR,8,1,1,6,11264.61,1356.59,2,2914.53
2021-04-01,Digital PR,8,1,1,11,9565.44,865.44,3,3030.75
2021-05-01,Digital PR,8,1,1,12,10870.1,666.55,3,1807.06
2021-06-01,Digital PR,7,0,1,0,11074.45,933.43,2,3090.65
2021-07-01,Digital PR,8,1,0,8,9884.65,1381.99,5,1950.5
2021-08-01,Digital PR,8,1,1,9,11315.5,1402.31,4,2606.4
2021-09-01,Digital PR,8,1,1,6,8810.15,658.61,2,2528.64
2021-10-01,Digital PR,9,1,0,6,11953.15,851.49,4,2465.82
2021-11-01,Digital PR,10,1,0,6,11115.11,732.45,3,2274.03
2021-12-01,Digital PR,10,1,1,8,11220.12,1107.84,2,2944.96
2022-01-01,Digital PR,11,1,0,12,11025.36,1541.5,3,2156.14
2022-02-01,Digital PR,11,1,1,8,10455.72,811.4,2,2376.63
2022-03-01,Digital PR,11,1,1,7,10044.81,865.87,3,1992.95
2022-04-01,Digital PR,11,1,1,9,11467.88,1572.74,3,2889.07
2022-05-01,Digital PR,11,1,1,6,11036.22,1255.87,2,3171.03
2022-06-01,Digital PR,11,1,1,7,10629.15,690.31,2,3430.28
2022-07-01,Digital PR,12,1,0,6,10243.59,759.22,5,2568.76
2022-08-01,Digital PR,12,1,1,9,9200.71,706.76,3,2278.67
2022-09-01,Digital PR,12,1,1,6,10671.41,689.19,5,1665.87
2022-10-01,Digital PR,12,1,1,10,11185.6,786.2,4,2858.9
2022-11-01,Digital PR,12,1,1,6,12697.62,1654.06,4,2721.65
2022-12-01,Digital PR,12,1,1,8,11542.21,1142.26,3,1606.67
2023-01-01,Digital PR,12,1,1,12,13725.1,1482.61,6,3404.57
2023-02-01,Digital PR,12,1,1,12,11245.7,1061.62,2,2347.17
2023-03-01,Digital PR,11,0,1,0,12037.44,1367.54,4,2868.61
2023-04-01,Digital PR,11,1,1,6,12271.11,1553.39,3,3016.74
2023-05-01,Digital PR,11,1,1,6,12465.74,1178.12,3,2450.41
2023-06-01,Digital PR,11,1,1,6,10073.39,1335.25,3,1997.84
2023-07-01,Digital PR,10,0,1,0,10888.6,1037.65,3,3449.93
2023-08-01,Digital PR,10,1,1,10,12028.28,1565.02,3,2521.51
2023-09-01,Digital PR,10,1,1,8,12082.46,1057.28,4,2523.06
2023-10-01,Digital PR,11,2,1,23,13328.4,1064.88,7,1830.16
2023-11-01,Digital PR,11,1,1,6,13014.02,1781.63,4,2173.97
2023-12-01,Digital PR,12,1,0,6,13419.77,1837.79,7,2482.61
2024-01-01,Digital PR,12,1,1,6,12497.73,877.72,4,1952.38
2024-02-01,Digital PR,12,1,1,7,12014.16,1348.56,3,2149.54
2024-03-01,Digital PR,12,1,1,9,13394.27,994.61,5,2046.98
2024-04-01,Digital PR,12,1,1,7,13136.32,932.74,3,2759.17
2024-05-01,Digital PR,12,1,1,7,13545.15,1723.97,3,2280.52
2024-06-01,Digital PR,12,1,1,9,12145.59,1047.28,3,1562.17
2024-07-01,Digital PR,12,1,1,9,13181.13,1254.69,2,2741.84
2024-08-01,Digital PR,12,1,1,7,12653.24,1374.78,3,2065.96
2024-09-01,Digital PR,12,1,1,8,12142.65,998.32,4,2910.9
2024-10-01,Digital PR,13,2,1,13,15681.12,1043.04,3,1939.78
2024-11-01,Digital PR,13,1,1,7,15151.49,1221.07,4,2187.42
2024-12-01,Digital PR,13,1,1,6,12788.38,1189.13,7,1907.38
2025-01-01,Digital PR,13,1,1,7,13860.89,1345.75,2,2337.17
2025-02-01,Digital PR,13,1,1,11,12190.39,1378.31,3,3198.78
2025-03-01,Digital PR,13,1,1,11,14843.01,1118.94,7,2740.16
2025-04-01,Digital PR,13,1,1,6,13467.29,1757.46,4,2560.69
2025-05-01,Digital PR,13,1,1,8,13783.22,1163.21,4,2449.06
2025-06-01,Digital PR,13,1,1,9,13829.14,1850.83,5,2361.0
2025-07-01,Digital PR,13,1,1,8,13973.14,1493.57,3,3157.3
2025-08-01,Digital PR,13,1,1,8,16233.84,1095.09,6,2027.1
2025-09-01,Digital PR,13,1,1,10,13719.66,923.2,3,2716.6
2025-10-01,Digital PR,13,1,1,12,16171.81,1737.94,4,3418.05
2025-11-01,Digital PR,13,1,1,7,17691.53,1449.08,4,2291.93
2025-12-01,Digital PR,13,1,1,11,16403.79,1669.1,5,2364.18
2026-01-01,Digital PR,13,1,1,7,16937.97,1134.63,5,1609.55
2026-02-01,Digital PR,13,1,1,8,13496.28,1879.16,3,2244.16
2026-03-01,Digital PR,13,1,1,12,15420.97,1042.75,4,1661.36
2026-04-01,Digital PR,13,1,1,10,14072.61,1450.48,5,2932.2
2026-05-01,Digital PR,13,1,1,10,15030.5,2019.82,7,1823.16
2026-06-01,Digital PR,13,1,1,7,15470.92,1202.64,5,2001.22
2026-07-01,Digital PR,13,1,1,7,15671.47,1542.11,3,3092.93
2026-08-01,Digital PR,13,1,1,8,17230.37,1465.72,4,2780.75
2018-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2018-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2019-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2020-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2021-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2022-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-03-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-04-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-05-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-06-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-07-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-08-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-09-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-10-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-11-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2023-12-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2024-01-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2024-02-01,GEO / AEO (AI Search) Services,0,0,0,0,0.0,0.0,0,0.0
2024-03-01,GEO / AEO (AI Search) Services,3,0,0,0,5442.16,621.66,2,2351.74
2024-04-01,GEO / AEO (AI Search) Services,3,0,0,0,5134.86,547.58,1,3165.41
2024-05-01,GEO / AEO (AI Search) Services,3,0,0,0,5700.22,671.67,1,2848.1
2024-06-01,GEO / AEO (AI Search) Services,4,1,0,8,6542.94,769.06,1,1712.96
2024-07-01,GEO / AEO (AI Search) Services,4,0,0,0,6707.33,817.06,2,4000.2
2024-08-01,GEO / AEO (AI Search) Services,4,0,0,0,6678.0,873.47,1,2925.38
2024-09-01,GEO / AEO (AI Search) Services,4,0,0,0,7156.03,622.91,3,2985.28
2024-10-01,GEO / AEO (AI Search) Services,4,0,0,0,7033.28,792.36,1,3719.65
2024-11-01,GEO / AEO (AI Search) Services,4,0,0,0,7988.57,875.53,1,3510.3
2024-12-01,GEO / AEO (AI Search) Services,5,1,0,10,6555.89,422.68,2,2401.14
2025-01-01,GEO / AEO (AI Search) Services,5,0,0,0,8171.2,883.29,3,3957.37
2025-02-01,GEO / AEO (AI Search) Services,6,1,0,9,8137.83,950.0,2,2206.36
2025-03-01,GEO / AEO (AI Search) Services,6,0,0,0,7674.53,593.96,1,2316.8
2025-04-01,GEO / AEO (AI Search) Services,6,0,0,0,9494.14,1062.26,2,3349.57
2025-05-01,GEO / AEO (AI Search) Services,6,0,0,0,10635.16,660.28,3,3032.66
2025-06-01,GEO / AEO (AI Search) Services,7,1,0,6,10651.09,1437.74,1,1720.12
2025-07-01,GEO / AEO (AI Search) Services,7,0,0,0,10224.23,665.6,3,3630.15
2025-08-01,GEO / AEO (AI Search) Services,7,0,0,0,9001.33,799.36,2,4741.99
2025-09-01,GEO / AEO (AI Search) Services,7,1,1,6,10126.85,1407.5,3,3171.78
2025-10-01,GEO / AEO (AI Search) Services,7,1,1,6,13525.26,1189.49,2,3833.12
2025-11-01,GEO / AEO (AI Search) Services,8,1,0,8,13373.22,1159.56,4,4129.11
2025-12-01,GEO / AEO (AI Search) Services,9,1,0,7,13781.6,1459.64,3,2581.39
2026-01-01,GEO / AEO (AI Search) Services,10,1,0,9,14946.23,1743.59,3,4669.41
2026-02-01,GEO / AEO (AI Search) Services,10,1,1,7,15793.07,1851.34,3,2839.2
2026-03-01,GEO / AEO (AI Search) Services,10,1,1,8,15947.25,1324.53,3,1917.17
2026-04-01,GEO / AEO (AI Search) Services,10,1,1,8,14313.92,968.65,3,2748.77
2026-05-01,GEO / AEO (AI Search) Services,10,1,1,9,15081.11,1204.99,2,3591.73
2026-06-01,GEO / AEO (AI Search) Services,9,0,1,0,15750.39,2165.76,2,4372.49
2026-07-01,GEO / AEO (AI Search) Services,9,1,1,12,16968.82,1025.16,5,2608.99
2026-08-01,GEO / AEO (AI Search) Services,9,1,1,6,17877.46,2123.76,5,4674.34
2018-01-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-02-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-03-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-04-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-05-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-06-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-07-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-08-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-09-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-10-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-11-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2018-12-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-01-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-02-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-03-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-04-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-05-01,Influencer Marketing,0,0,0,0,0.0,0.0,0,0.0
2019-06-01,Influencer Marketing,4,1,0,6,9136.31,899.42,3,2659.89
2019-07-01,Influencer Marketing,5,1,0,7,8481.4,813.26,2,3567.81
2019-08-01,Influencer Marketing,5,0,0,0,9540.95,1109.54,4,4346.29
2019-09-01,Influencer Marketing,5,0,0,0,8294.02,617.75,3,3804.17
2019-10-01,Influencer Marketing,6,1,0,7,11298.9,1196.77,4,1776.9
2019-11-01,Influencer Marketing,7,1,0,7,10008.14,1339.67,3,2104.87
2019-12-01,Influencer Marketing,7,1,1,6,11450.7,857.85,4,1787.84
2020-01-01,Influencer Marketing,7,1,1,9,9693.4,1092.45,2,3251.93
2020-02-01,Influencer Marketing,7,1,1,6,9100.07,923.53,3,1515.1
2020-03-01,Influencer Marketing,7,0,0,0,7020.76,907.18,2,2851.04
2020-04-01,Influencer Marketing,7,0,0,0,6937.5,500.92,2,3834.1
2020-05-01,Influencer Marketing,7,0,0,0,6975.98,703.36,1,4198.44
2020-06-01,Influencer Marketing,6,0,1,0,6897.98,705.79,3,4024.7
2020-07-01,Influencer Marketing,6,0,0,0,9285.42,865.91,3,2042.19
